id,voted
01d5a8522e1f7ff618778961471ecddd,Conservative
80c002bafa6102c9694ec388f876924d,Other
8a7404f4ab1bc78479ff35a506e582b4,Conservative
5934a36789c791589e88a8deafef6564,Other
493da9de274f275c36a5e8b71c01bca3,Conservative
6ddecd5075f588edc557017da1539363,Conservative
05b8d5fedf8ffb6a47af2dc4aa4e9f2e,Conservative
96e06e1912e67fc686fc1ba6dfa94b65,Labour
a33b15724818aa572484b130a2749115,Conservative
382de133a62b49cf30868a4dfbcc0842,Conservative
17e946827876cdb211b9315a0462f861,Labour
25b2a030fd699187a5396440673649db,Labour
141e67cb46a5265ae9407af0b7ffbc9d,Conservative
70104934f7917fc1bc43f0f3f01329ec,Conservative
d0ca0949b6e0a222a0bb879eaf609059,Conservative
becd0a451a6799760ecf4f41e377ba56,Conservative
f25fe647da24a710118bf19f58688b92,Labour
77589bc33f302463fe719f66c543bc90,Conservative
5f1a9abe853a038ea0a3f817630ec416,Other
1b1aaf466f0bd1ebc4d91f0c42abfddf,Conservative
efc6efe023d7eac81b9067797218b89d,Labour
7df7d6b90e68c18d3ef58c64a69045d0,Labour
fe803638e0b0b05cc677f8713b1cf528,Conservative
1b7630aa0140fa2e187b45a6b6346acd,Conservative
da60df03de7cf92409e230d9dce625ce,Conservative
ada6cb0b0e59f4fb217bd8b75c844ac8,Conservative
db7b5ca4116b6425755c1c49a91f3355,Other
1fb8532e4e49ed4a33a033134cca6c8d,Labour
db7c316c379c8e5a2eadef8648aeaa9f,Other
52dd8576ac395af9a482ed157beafe48,Labour
6376c0e02fbca6cc53159fa406af67c2,Conservative
03794ab0e44a41bd8012207e7df3759d,Labour
5d5056d9d81350ded2717331b1575376,Conservative
b4dd3aed5ebd2805abee2524b411b0ea,Other
5e76bef6e019b2541ff53db39f407a98,Labour
07120bd0121e8393a22fa05a314fe25c,Conservative
1392d86b022f63a2245018d8cb34466e,Conservative
5e080f85ee53e0705731461e7aa8d6c2,Labour
98899160297458d3befbafb5cfef0ea6,Labour
fb6cbd61e887c7b20538273d5efe8200,Labour
1d28bad27dfe46d8dfb0ec541b82b057,Labour
dc7b3df3b6446622f58c39e450b1e214,Labour
f1eb82d55844c348d33bbe77de5d67e3,Labour
60784d3e88f0d6fac8daa6f604dc1755,Labour
e7adf16495b18437af1dcc35aac0b6b0,Conservative
3af9c18dfa6098d8ec01d3bebcd7a956,Labour
71d693434cd674579b78df8e88507047,Labour
da1ed87eb16902beca3c513524ab3cea,Labour
e4d5aa9ec075ac1bb54b074eca948c63,Labour
6f0453df97fe441be309de266a95b8d2,Labour
43df6cfb89f6a9dd3865b4b896e1e22d,Conservative
da3670f634f3db272debb5010fa8b89a,Conservative
b3f2745f368de9fc71fd099b2adbe3e2,Labour
0997c2372bc1538b84bc5ca587bf39e4,Other
367afd88e1a1c346ab0eb3faeb19f74d,Labour
19e3c57fd943c051fac4ccd3b3e70da7,Conservative
ff931794ae7a58e9b8d7346a64082d54,Labour
27e82d2f15cf9e27f4091fe653d6647d,Labour
412df970e6917cd5e3486f0a62669a60,Labour
e946c3811a33ff6acb676be874d0193e,Conservative
402bd8d27cdece42c036bc66f036f01c,Conservative
0328d081221f962475b35e217219e79e,Conservative
19bb6913fa89ad65dde486f6476e98a9,Conservative
f62a6b93477e46bcddb1180e6082c5b5,Conservative
9edbaf24a376c162ba39eea1ad491c76,Conservative
613c9bba412d2ecde5acd78b14168140,Labour
e79036cf920d410916499143d0ef6066,Labour
e1b286574ac1bec139f77a5204f379fc,Conservative
2e3ccf12ecee9fa3ef3f93dded2e2758,Conservative
6d5d996d25deefba0841214457ef8ef5,Labour
a56815e5dd41eaa623f1d57aeeae03a8,Conservative
d15f5664b2e6a8b41b285569cc9bc2b1,Labour
3b7ad92826f8515e330172642bfa72a1,Other
0823d86da948ef77b6e75f081aeed490,Labour
062f112353b3f2d5e976b23e69038ccf,Labour
9610a9554833b47b922a9212e66d804c,Other
8fb21ee7a2207526da55a679f0332de2,Conservative
a26424662aaa54ad05fb1d8db49a220f,Labour
6a29f7bd3fb8c082809aa6ff964e6e9e,Labour
56cd655d29a4a48a981879de258b99d9,Labour
f3cc2f220370fce310617ac16a1f5d99,Conservative
adf01744e7f4dcb39d64896499adbf4c,Labour
0f582db1571dbc18ef01cfd0ce961178,Conservative
65057f74d92ddd9f5afc68bf08f3b0b4,Labour
b63d3001143114b74474805f8b392ad7,Other
fdc28f6e8c10b3be71d23d78fe1bba5f,Conservative
78a6a870ff5c3bd1fa2929a017455b4b,Other
77453229fbab8224811a3e34dfd33933,Conservative
0a4ff7d8de22306bf30e07472e15720e,Labour
700920ffce4d13c912de73e188466be1,Conservative
26f63e20f3380f4ea3f9d4e3fb0a8d79,Conservative
9dc69f4a9d78d28dc1ba5697a159c546,Other
cf99d35f1dfd3064491ab3e323b78932,Conservative
5fe63cf9ef4628a5fd396a8ce92ba6cf,Labour
d5e8a55c22a9094275a00ffc28b933f4,Other
c3e924560b9143c6f19d6741c36b87aa,Conservative
21af5f66fee3029846d201baef50415d,Labour
edb8c186d463e18387ff952b2a0df503,Conservative
b8f6539ecf868bb390a5ada5d93fc8f5,Conservative
e43cee10977535866eed86381b028ca2,Labour
db4b9f019cbb1d3dd43aba0f4295d428,Conservative
a143d6820c2b3663272143ff4ca2f830,Conservative
8bbfaae226ecdf2f6a51c5578c3689f5,Labour
08be19162ad9382871b059780b967fd9,Conservative
6925846abdd6964847d7bfc0f9420808,Labour
bf3aa3d190b4a532f1bfd10006cfc439,Conservative
82070c7887d63dc2c32a8bbf46400a8c,Labour
0fb45c1bffa9d38d345d9ff494c85a1f,Conservative
abf1179e76d816a9a8e8fb6495ae09b2,Labour
fbfbcc0939cabc33d627a61ad3248b4a,Labour
fb38c54d4950e6a93b29c7fd5fd74379,Labour
b512fc1d7285e10b3bbc61b8917d04e0,Labour
e8bd38de4565c58a98de89cd91969dd4,Conservative
c4888613d594befee5093d521fa70b87,Other
d716cd5d6e717ddcdd1eb3ada6f700b5,Labour
ee96e7b137e80037983958e2fc1b9eca,Labour
47f756db9c5f1af5cffc74d6b45a2764,Conservative
2a063a234904115794f10431b6fe9b69,Conservative
ed18370ab753647f8aa890dab473e6b7,Conservative
5ff1f176bba3c8f50999b0c4ebad9d52,Conservative
f0d1bd35ed8eb0ee95441a855aa0bb50,Labour
ad0bea489be9c2df5b9adbc77be1cb93,Labour
0f9fb4e7215ab7ef2b88af4cbbdd80f3,Labour
f151233fca8c2bea416879ae9b2636ba,Conservative
d5428f389a5871447d967cabac69e029,Labour
2835b232352922bb17d122f4b8e59954,Conservative
956f7d414e4b19393df92cebb61b35be,Labour
1e81650c453b359b610a5adb98b76969,Conservative
02404f0dd1c44f09f2399e453f035ec0,Conservative
f110b2b9060a06e1fd0d12b328689d11,Conservative
db9fa00775a9230e18d244659a26a3b9,Labour
458b26240c44a37ae22524cca5ff1213,Labour
dc428a12dccbe85df851e92e97032e0a,Conservative
bce33015dd06a11587a03cda0f263963,Conservative
176a9d05a57763e2f872e1a6daac1f35,Conservative
724c36045bc119bc344fce37f48470d4,Labour
b5385961c08290e3097e9e4784c65807,Conservative
7e9517ed22e94712ef13ca5dbc9980ec,Other
4965745e8d54520d408fd8eeaa3f3805,Labour
a1e7c3bf053eeacaf6318a00b2096d28,Labour
ca8cd7de9fe0132371e777d5972f6e54,Conservative
01306a5392f70df87be7a9aab2ccfb37,Conservative
0cd6ef0c9a1e175533fbe34817bc871a,Conservative
d01ea0487824f438da3ac5eadbbb683e,Other
a91ddfa8e228f232a6381fe0cabce212,Labour
6a41693fb38183d672df560bac459747,Conservative
828b1eb30921659e22e53a9edc92c4c4,Labour
ec1e2e95c02ec416a000d4800ead205e,Labour
8fb5b8b974ad7c8365bfecef6036ae4e,Conservative
791c688b6765d5eaa87eb28b77941157,Conservative
b61a6c6feccff874e75bfaa45effad8e,Labour
61cf74fb72c817053288168bc75b6e8b,Labour
5623ad8deb6503b861bc3b28295603ec,Conservative
3889b65b7e034fd06501d969b907080b,Conservative
3fc1b150d72241e590db70f2d79df7ba,Conservative
1c19c04c18e209fce601ac305b17e2af,Conservative
e4df15614eb146f2cab6b262a1f88586,Conservative
3754fe97415499ec79e339b72af0ce8e,Labour
aec627aac1aaffd84cfecea7e28911b0,Conservative
a3f7baae24891a7e89397726b919c861,Conservative
04d4cc25d4762237cb1f105edb6b3bde,Labour
dd147bf3ba6d8dfcfee283e7332e28ba,Other
54ecdba055b9aab1c1f42aede76ca124,Labour
99202d94075165e265a9a1105c6ce5d5,Conservative
b59ac964e627e7888e1829f34593aeed,Conservative
584782ac99a201cdf4361417408091f0,Labour
7385675708de0f26949aeacdd186195d,Conservative
4bc255d17984dce9d9f158f8d0b41a08,Labour
52e03df17ebd93b35c3cf80313edfb6b,Labour
50b4da15c3b7b3d9d3438800c5017e41,Labour
48c8193975c254d3a52b7499925d12f8,Labour
da16089c5560ff14541029aceefc54de,Conservative
6312e0d50a42c53e9d65102f35bcadb3,Conservative
bbbaaf18895730d559f4162a374fe744,Conservative
2a7207994e73613b30fd08895e30ce6c,Labour
af57ddb650f1739491037a6073a916fa,Labour
fbea96d14f63d9636a9e582a47ed3e03,Conservative
c828772a92eaea5910c708464282888e,Labour
dc517997aa2caba6477c30906b026280,Conservative
3ffa4f0e136ab43adb513257360eebdd,Conservative
f4147e26baa1783b35a053f11e1107ab,Conservative
0752f6454e4f942fbf7662c61dd5e455,Labour
c9ad8e5547d8103416db9a94ef8b0edb,Other
85b69add5be1d3b636552fc2ae8f51f3,Other
6f17dbf4a45bd60799d0af7dc2bf675a,Conservative
5a59438120585e5bd856d0175aa86f1b,Labour
87f0d945fc84c62641e36a29894044f7,Conservative
a71c95d8ba9295331011a587a79b5f8c,Conservative
5ef0148e17fdde6c55b71dba63d9f1e2,Labour
f655d686ece627fa58304aa1b6bf8b39,Conservative
2f9ae4e750323431e6efc0250f9a29a2,Labour
797c3ae845c906e1f1f2ee63ae8bb8f2,Labour
e252bfde01ef004f685a9648d307a4b9,Labour
a5a148e53206fe7254872b31c72f9496,Conservative
01af52b676f71b9fbd8ed4d8b000ef8e,Conservative
68d538c25b3ed7745deec1259004509d,Conservative
5bd5f952ea37b257fb18b3fa69b52b8b,Labour
b2f79688595c48bd8d1de0df980eecf0,Labour
024f6753ba8c8776a5e74016dcc74aaa,Other
b28b7ada413e150653bacb1a03a8f01d,Other
da586e9de7c0483b72920a04e91ab284,Conservative
2b7b364648b80169489562a778d75adf,Conservative
31581a9c9c82b64a3528e540ccd89b50,Labour
f9c735f6a609b5ddc67401d225b18a7d,Labour
cf61329aa49b26afe7238d322bac1c32,Conservative
cf655d8eae46558d10933d650deca18f,Conservative
cde380b0be4740a127dd89cc20ecf6f8,Conservative
fdc4616996ff733a92cb7a21218350bf,Conservative
8268731a7ca243ef70944cad583cd2ac,Conservative
eeb9eb84574d58c05b1327184d6cdf93,Conservative
b03f508b83d1fd60c7a7a201a7320d34,Labour
a365bca482445e8c0e9d8a8f338c3991,Conservative
e07935308ea5c7acf76d85d1ca7f4637,Conservative
603e2083986a4b54546cbb78813994c0,Labour
458c45f26ed5772908e610f8b60a236b,Labour
957f25ec7353969d9256ad641368f375,Conservative
5934fc0025410321074d49cb6d62afdf,Labour
4f5a83195b8faaa6ac725c7ba6effa74,Conservative
5a954739966626ddf56aa344df8b6842,Conservative
2b2dd5d758c3dee04d98d6fc0833e712,Labour
25818c3dd647d4a78eebad93b2191c4d,Conservative
b4a86569c6724cc64b2c5677f299b6ef,Other
5a2c6ade7d88e0b773b9830d4eca18c5,Labour
135e3098f5d6c8c0af33c171301aa57e,Labour
d365c343cf26f0805c8a4eff19864eec,Other
15951e629200195b9e8746e330b27b43,Labour
3ac2aea30e0014a239e8299208471e41,Conservative
c670ca2193904a81fdda524a49efcdd0,Conservative
091b67e699edccc763d090897169f7b0,Labour
8d2ecb5691f07b5178c398030b216b2b,Conservative
6a277aa2a8b9cee85cff789ccd103e4c,Labour
ff1d7c9915e568728db1d1eb71041af8,Labour
3ba0e07c90f55ad7b60f8caef530e176,Labour
2ef37834724d1c804953ae7be55a1f7b,Labour
90b38d4ed259443ed50be88fadb3f100,Conservative
52b5792567ad3ebc7313816336ec822f,Conservative
0580e2b9292882693c92c37d40f113e7,Conservative
89ae5481a394d1dcc4deed06d1ea57b2,Conservative
10641fffd85abdd6888d44fa3474ff03,Conservative
f45b28b71907295609ba948243a53e7e,Labour
bcead019ec7644e3b66fda40c5aed4a1,Other
fe0574139f1f9b4bbc9b1b5d4e687f1d,Labour
5ebf27c6f485493ec563a2a9960a7e75,Labour
837ffd6bebdb23b64d68d09dd0f8f22f,Conservative
efa9834d92ed4b04ebd84224b26a1778,Labour
c04419235e06c67dbedd1b4a8e9d7c8c,Labour
d5ef91bb09cd0e266310f75a8e1915bc,Labour
9eb5a8a72472b307a1fb8f2ea4063fbe,Conservative
0422805e85c6e497fe9b2bcb3dd26821,Conservative
66aac8941823872589aca0bffd5bbbe1,Conservative
a46424afe788f4ea3f55ec494f501a7d,Conservative
83105ad916b6a6410bdfc73bc56346aa,Labour
9ac64f2f753c1e0f154f077569f0fd7f,Labour
40699807d408690e6beb2b7807db9525,Labour
5c0f2c785c14ea3869ec8ebe5ecf03d7,Conservative
c259668722b1d0764504037337b38059,Conservative
3dd5e9f1c5b4fd59cb93c491621dbf18,Labour
b629e02b275080ac72e0cfb73a9fd71b,Labour
a37a22e2ea8903a9d8a7770348cc27e4,Conservative
09d65b0f6b3d4785e640ba7a5ae523e1,Conservative
4bc06026c4d33348f92a56435dadfc3d,Conservative
674374a58939aa0a802b4d801923fb82,Labour
4d3224fe7c046d8042c0223518177ce6,Conservative
6ea5010e15c5c4ba5d6c03e6f8e66405,Labour
9ca766b1b0b4ccda6ab442b1ce40b07c,Labour
71192403bdbaecad1b11d97f4d89c511,Conservative
2c52cbab5eb9933a8a7d75b247babc60,Labour
a0425bb07f236dadef5f833fc43b64af,Conservative
6affee954d76859baa2800e1c49e2c5d,Labour
ba365013f66aa433e07c73d625f9c95d,Conservative
76723b980445c7c7b1350ca038348bbb,Labour
cdebcec2b604cc800e4c95dd677c54c3,Conservative
0c2038fef4ad757b7a741b2b73612787,Conservative
9118efeaf63cba803bbf8bd43b57a665,Labour
10c3024155da8d1856187a34c36ac753,Labour
a120cabff3c16cbc5fb0fd96a9d4f067,Labour
37cfebcebb8c695fcb29e58cdb5443bc,Other
5c0d79122a07d7f17b227db1912a70da,Labour
fa26b814eb96d002c7208c5c425d0e03,Conservative
0fadb449c973607fa85afb658f7fddd3,Conservative
c1577d32252f7c457aab8bde97b23642,Labour
3ad7a444e6aba6b31135d27c69ce7fe2,Conservative
8908d9c2b9ec826e25ba7f86e4dfb15c,Labour
aa2b14ae001caeb82f894af941960f76,Labour
a12833f768a971154c41aed89094e16e,Labour
3a0f25136d3b1b7bd7f2ed70f8eda66b,Conservative
a92b1616c2280040f99fd5274e73cc08,Labour
f9da3eb4d4f022cf1084888c2daeb174,Conservative
a64a1476544db9bd76a6d1f024a3a8c6,Labour
d0101505a6fd875232823d5d7aa63e70,Conservative
e8c07bc9cfc68effec14cdb707e0bd84,Labour
e9d3e5992c57002faba6dbd3a566ffb4,Other
7b62aa35e2c4cde38a32eae6cf99adf5,Conservative
b22a03d677c53af61fc6b684e8df02a2,Conservative
eaa0dd76f14afd711668f439934cd428,Conservative
50a361c67652a605149aaf8f27210c7e,Labour
9bdaf916e4b8ea33d7bc0ba75af7fc92,Conservative
70fe9b885315d31c00fcc8bd38ee7973,Labour
0464f7c8650c5ecc7a7effef968b4854,Conservative
ee59ad8ac3218a61970126d0e2790b02,Labour
1ad0250827046c56c6bdd7028d37141a,Labour
eeee46e72a43601856b2a05c6d92cfbf,Labour
14ec75cbaaf4def756fe4281eeb5ef14,Labour
64b296adf717d57f2572f8fb21c0ed96,Labour
9a110e15f113faef8c5e393241316ea9,Conservative
91c18d9fe971896bfef9865a9f7f136e,Conservative
83bbb216a2126592ef50e2f5144f2446,Other
f8671048f31979cd7109c156d8d795fd,Conservative
5570b29e1eab5fa0fdbaa4b215dea838,Labour
0d2489dba7effa5ad151010fb41e215c,Conservative
9f51ea30e4222201d84c3323bfc5741b,Conservative
260eb9b5905801c680be4d0d24ea6817,Conservative
a708b7df4775076030d605fb780acc98,Labour
48d099f44beedfc9def1679d9898a32f,Labour
86b800240a18a96163fe6393482da351,Conservative
82e4e94a9dd6cf0dbc5fa08331b22512,Conservative
8e5ccb3d895bbab512f346f41d3499a5,Conservative
b6cebff06d1a5b8bce081080e96e6d35,Conservative
787a3dfb5e425446ba242329cef180c9,Other
2ab5a8e2b727ba4f9b05dc82616d5f54,Labour
9b21c045f433aee3d08e72002dcb1fa2,Conservative
5912385cf18216667671d296479e0dad,Labour
13957c305c04b1375879d233ae99125f,Conservative
04fbcabb71efe8ef610b37b66a1a9b81,Conservative
42c6227a0136d03f10fb89aed31e9f17,Conservative
9cbb8222e1b943778c929bae76bbbfb3,Conservative
846ee6794d5769ddc572de209cb5bd55,Labour
6c1fad8eb52d006358bc6cb832d03240,Labour
0829211e07a8a6360236e702ed21b9a7,Labour
1b3fb94d21409fae4fce6b5199060055,Labour
e3fa9f8b043d9e976efa68e418136bf0,Conservative
4e82b9bf150ca4d0cf6fabfdbd96146d,Labour
074df13629b4a21ed778e6ab7c0c5f2c,Conservative
855d322de23209c7a2bedfe6f530bf69,Labour
9f386c466cecb6eb47e3fa0799bbe1b0,Labour
820063be8718807899bf632781a10495,Other
f73374b8f12df7e075e54e8b8ab1353f,Labour
82db12d30da6535efa8c8c904ef7f4a8,Conservative
177eb95a9416873d92e3361c2c2868b8,Other
32a98b6b3cdddc0e138d93059785d4e6,Other
6efd23cd35b912df7e9befa8a43b0723,Labour
9bdb9171c00cfece3dbc4acb39d94406,Conservative
c472c7bdfadd59c17fc487a9006469fb,Conservative
1881196e433cb997458729fb7cd1e536,Conservative
aa5583187bedec6004e1c27cb0d34f2b,Labour
97197030e982580fe91a62f9951136f3,Conservative
1f8122cc1ca9a8a7ccfe06e4544de061,Conservative
268f7b2a3844cb10dc62bb1c0a050f7e,Conservative
29b40691ca93b43650a5a853b8c7f81c,Labour
9ead8d2dab165fea73a8cb9d44c292e1,Labour
c5266d01b8b806641ea1bef43bca3006,Labour
a39c3b13759a669483276b1fe6c82bde,Labour
7b4c55f7d3c6f972faaf0472dc8b40c5,Conservative
75d406ef01d96df08cdfcd7c3e51974a,Conservative
dc75f70a355efb9fd6c9124b41715532,Conservative
93a8bdee381fe7fe9881bd0b4ca95883,Labour
0ba40d20da54500bce97be09db828eaf,Other
f2c518e59e5234e5276aa6cad10c4130,Labour
ce067f1059edbf2e6135fb56e537235c,Conservative
41e5cc7f9dc325a1dba11149ac25305e,Other
ea8f3753dd274a66dd528c047a89ad72,Conservative
027091cb369517fc2f3e732d8e763ceb,Labour
fe3c820f3ce21369e732d02520c6f21a,Labour
3be97426e4ed2cadbd178117f71070f4,Labour
b79601e257e5dc781b5452338be6a749,Labour
735f638c856cf46c31502f93e5029272,Conservative
c573f25877c971c5ca3aa000f1edca35,Conservative
748f7e0753cb7080e35e48830e8aa1ea,Other
00d24f5ab0cd747adc7df20c2c29c156,Conservative
a960462843d869f32219ff83e1defd23,Conservative
c6be965b78beb4d65b4881e6097ddece,Other
7e52a5b8eb0c6d7545bf2586e8153984,Other
bcaafa26e29ef2d2bca656b5ae9b47c6,Labour
372f51674837ddbde5abfe391f54c8c2,Conservative
a1330ab2e7b8d10641f0f002d46bb398,Labour
913162be7b90b3bd02493464637a5264,Conservative
753062999b72163090e507b5117a0aa6,Other
9a43b07457dff465bd86928ce661f7e2,Conservative
5bb098377521372ff3fe2d5fdc965fa8,Conservative
4c8c0d20fc1915bcb9492c837f98d1ef,Other
f9e4c3b311ae8632c6c0167f750e1f32,Conservative
610fa73a26d0dcf8f0f315826ae1d82f,Labour
847f6431e44298b7447d3451d9ae4303,Conservative
5cc06278246fb324f78717796a3d0952,Labour
68ffcd4908f8518b8cb8a05f43a63ab3,Conservative
4be20fda374cba273ed48be9e0447c77,Other
819f83afce0303907163e3bd6407727c,Labour
1d3fab37a4f562e14da6219b7648e58f,Labour
ab055421718392a1146c4fcb53a9d262,Labour
bade5a31664ffb467cc63987410dcfce,Conservative
7de757e6c4e5da9aa14b14a9073d2683,Other
af63a657e0ceef55ddb2751bc5c0294d,Conservative
f63a1d6c0dee955f60e8e6152a85a2ec,Labour
ee6a0ca5f62a31bd3d66058e0a93aad6,Conservative
ef20b6ebaa9926331843d728df692665,Other
29d9a564c0b8b520cb967663d55bffa5,Other
37e3ee0696aeef24f9402038f487d32d,Conservative
bd52f94d801f540d1146801ca2546f7b,Labour
bfb9fe46987c1465c48b61739804483b,Conservative
6aa58460ce35640b7b211c5c9c8921af,Labour
91e96a034ce2ca371f41350235346a3c,Other
435073c65b1124e4584e5f1671ca9817,Labour
66edb08de07a02c9d66a6e7a359635f9,Conservative
764584d9cc70bbd77b6d108a7ffba2d7,Other
49a2e0f0ef6d92b74b3d3d0155a08b9d,Labour
81f6298542803e9e69ba9012824dc879,Conservative
5b55024e22db8fa18247b75e13a732bb,Conservative
e00663390d3242348030038fffc92a47,Labour
777b9e641e9d2def56d0f3ad6e529c99,Conservative
c63584640ef6ad5fcb434d8293975374,Labour
4313d59654ec8148d4601b6f92a37a7f,Labour
1dd1bfd41adbfccec1240f92014cbcec,Labour
da1cd7b54396703da9c783c1bbe610e4,Labour
b8ff5fc323825632513a87f24d55b630,Labour
cda09cc2237c1cfbe47649a608f0a85f,Labour
c26cd18d84f91dd6a05301f8d737b3be,Conservative
d79348323547bf2d8b64d525bdbc18f2,Labour
c8a6866a6cc376cca77b0634b4467d3d,Conservative
1db09dff7179e16fd2ef7005b34a2e12,Labour
7abcc163de620bc5a536ac700a58d52e,Labour
570de7570fedbf0f246cde29c779f77c,Labour
69e70e2b36b5970344e5c920495558b8,Conservative
203ca226b29bd0073cf5f25cdabe80cb,Conservative
7045b99df1649e53aa5335eb54939c3b,Other
f0a5d71045c1aeb4f00f5c980d17e62d,Labour
ebe3d8172a9dc68cda2ff7d43b951ee7,Conservative
1e75eb9d8d364fdfe70d93bbb6376a37,Conservative
a72da5d9b8cca4ce4a427bf1a23986fa,Conservative
30ff282af53e33579835199a684767c1,Conservative
35ffd7bb5047ee2aa82dcb06d3f67f98,Conservative
3eab0bfea790122c9cfd50954e995679,Labour
a868f19be6b9fae41361ab14f2d3df77,Labour
ec77e0a40d05285b7149e652e750d6ce,Conservative
bec15cfad2fbed7746bc04958dbc914d,Labour
d46485073a2a0a5f5bc5b8f82dea3f8b,Labour
c578b7cd0c71b92d2f53bed1b557a260,Conservative
ef651a8e1f1cf5817162a45cc24f51dc,Labour
b61771aff25e7dc8828cece1306ebb90,Conservative
fabc890b33cf1b7c6bd49ad51c219e72,Labour
4fa0f72fe42ddacc17bd414d45f3e9bc,Other
9b5083f7c90ee000e434e22dd75f0bfd,Other
22d3069774dea3ef7bacd2c2b59f4707,Labour
5a81b9faa9143f401c9be9dd209bf750,Labour
4cbb7dc3e6d6290ad68fd25c251a0170,Conservative
5161e205853404b35667254c683a4037,Conservative
84d05ee1d667ccc83fad5815da6cee2e,Labour
8ed9fd5fa984b680c16b08748d54d957,Other
f7059889fbb420362c27d13f40795352,Labour
6add03bc9c73c1dc05eae1cc0db3e706,Labour
2d87dd490d4602ead575a62c2f699c16,Other
6202c8ef6acf37ab32d4445ad181784f,Conservative
b1d00c669bffb4c8eb911f25b3c4527b,Conservative
6bba706a51aed812bebb25e92c9473b3,Other
8db5894e27cfd861718030f62c62d9ce,Conservative
405f63df5d95327d05586ae5d3e45809,Conservative
25a714b921e3a2ba54c452debb9b5584,Labour
40aade019ae358b68129dd4f7071f2fa,Other
63deddd8d793d0d87d4cc54c7ebb40be,Conservative
dae6f98d2483adc8e203c918ce0fba87,Conservative
c76818afc4662f6c943057eaede11691,Conservative
d2669c4f01f6c9672432d22e706eb0e2,Labour
d647b3e73693efb45758f6b7e4b20479,Conservative
47b75caef7ede319285d3cca91439473,Labour
7cad18beece682000789db1ed585ec79,Labour
699e4c8d1e23f1afde937a55d906b715,Other
c72d3e185e7ad9b8bfaa0a764f670259,Labour
e3636996e97140000634d60af1a3e079,Labour
0b8c44eed12b245e6014d63a1e8b9090,Conservative
c508aab83495219d522c0d20abab3178,Conservative
2ae0ae2c06c8c0e44c027c60182d1d3d,Other
4ef7edc976714b7b4bdb41b634788728,Other
a7e6cf43c279617fb7a590f4e599639f,Labour
c879427fce373afa125f50b1bfb7ff06,Labour
6f538147eb90b63456f40ef897440846,Conservative
95e3ec71675053618d3ec6c999d08637,Labour
014f6631d5840dba68d43666662e1052,Labour
dd48bde18dd89285ab2f2e513210ee5d,Conservative
0e16eebda8c7d97edff8a9e0dc46e663,Other
b41c1aefc97b5d9118da5c499746adf0,Conservative
3a4451ea1c6b5fcbb9644ec503a3ba7c,Conservative
9b451a494b6cfed5dc692a3c0a8c7a14,Other
5ab387222e89e8b3c16ef77470b755e9,Labour
caf6eae60ee5f3c9d8895f53a059e518,Other
ebc3220290e3c0f4032676fd62aa5133,Labour
06f3bff8f1b208b8f62fcf01db5d5f99,Labour
4fbbd76888c46da47054657ec399d67f,Labour
e1546a6335a765fbaeed928c1953555a,Other
945806b63720391294b3f3f1d1414636,Conservative
